Municipio,Departamento,Votos para senado 2014,Porcentaje de Oscar Ivan Zuluaga (1ra vuelta),Total (1ra vuelta),Participacion (1ra vuelta),Ganador (1ra vuelta),Porcentaje de Oscar Ivan Zuluaga (2da vuelta),Total (2da vuelta),Participacion (2da vuelta),Ganador,Censo electoral 2016,Actos terroristas,Amenaza,Desplazamiento,Homicidio,Secuestro,Vinculacion de Niños y Adolescentes,Minas Antipersonal,Abandono o Despojo de Tierras,Afectado por el conflicto (Pares),Afectado por el conflicto (Pares)2,Votos por el No,No,Votos por el Si,Si,Votos validos,Votos totales,Cuantos salieron a votar,ind ruralidad 2014,Zonas de concentracion,Cultivos ilicitos,Hectareas de coca,Hectareas de amapola
CHAPARRAL,TOLIMA,10351,49.38%,12580,34.74%,Zuluaga,60.77%,15311,42.29%,Zuluaga,38101,3.05,33.12,484.78,46.75,0.87,1.02,2.54,0,Intermedio,2,6694,0.550041085,5476,0.449958915,12170,12516,32.85%,43.74%,No,Si,0,0.9
COELLO,TOLIMA,2697,25.86%,2776,36.49%,Santos,37.60%,3737,49.13%,Santos,7709,0.2,4.28,53.01,4.59,0,0,0,0,Ninguno,0,1157,0.437429112,1488,0.562570888,2645,2701,35.04%,80.98%,No,No,0,0
COYAIMA,TOLIMA,4159,29.89%,5563,33.52%,Santos,37.09%,7964,47.99%,Santos,17192,1.38,43.13,442.28,23.65,0.49,0.07,0,0,Ninguno,0,2081,0.379398359,3404,0.620601641,5485,5685,33.07%,83.28%,No,No,0,0
CUNDAY,TOLIMA,2935,55.88%,2910,41.18%,Zuluaga,73.54%,3398,48.09%,Zuluaga,7208,0.93,53.77,643.97,32.39,1.04,0.21,0,0,Bajo,1,1516,0.585102277,1075,0.414897723,2591,2648,36.74%,76.81%,No,No,0,0
DOLORES,TOLIMA,2343,66.98%,2526,39.22%,Zuluaga,74.82%,3113,48.34%,Zuluaga,6729,10.36,49.28,920.9,50.9,1.5,0.87,2.99,0,Ninguno,0,1563,0.58495509,1109,0.41504491,2672,2759,41.00%,59.74%,No,No,0,0
ESPINAL,TOLIMA,23750,31.96%,24494,43.92%,Zuluaga,51.27%,31024,55.63%,Zuluaga,58148,0.21,1.48,13.76,2.34,0.07,0,0,0,Ninguno,0,14623,0.635478684,8388,0.364521316,23011,23446,40.32%,23.63%,No,No,0,0
FALAN,TOLIMA,2181,39.91%,2473,43.51%,Zuluaga,46.32%,2975,52.34%,Santos,5702,0.65,9.45,220.61,31.81,0.33,0.11,0,0.11,Ninguno,0,995,0.464519141,1147,0.535480859,2142,2230,39.11%,82.05%,No,No,0,0
FLANDES,TOLIMA,5808,35.78%,7021,42.10%,Zuluaga,52.65%,8593,51.53%,Zuluaga,17194,0.17,1.23,10.86,2.53,0.27,0.07,0,0,Ninguno,0,4194,0.638647784,2373,0.361352216,6567,6693,38.93%,14.01%,No,No,0,0
FRESNO,TOLIMA,8681,49.79%,9648,37.97%,Zuluaga,75.59%,11861,46.68%,Zuluaga,26101,0.7,8.59,151.7,25.46,0.73,0.07,0,0.07,Ninguno,0,5542,0.669081251,2741,0.330918749,8283,8566,32.82%,51.12%,No,No,0,0
GUAMO,TOLIMA,9466,34.56%,9716,38.53%,Zuluaga,65.44%,12169,48.26%,Zuluaga,25766,0.34,5.7,66.83,13.23,0.31,0.12,0,0,Ninguno,0,5783,0.65529745,3042,0.34470255,8825,9014,34.98%,48.87%,No,No,0,0
HERVEO,TOLIMA,2392,55.53%,2334,38.81%,Zuluaga,77.73%,2896,48.15%,Zuluaga,5922,1,11.86,272.23,54.95,1.25,0.37,0.25,0,Ninguno,0,1128,0.609071274,724,0.390928726,1852,1932,32.62%,74.59%,No,No,0,0
HONDA,TOLIMA,7673,28.26%,9040,40.04%,Santos,48.69%,10184,45.10%,Zuluaga,23027,0.53,3.91,34.42,23.1,0.65,0,0,0,Ninguno,0,4788,0.574307305,3549,0.425692695,8337,8549,37.13%,3.08%,No,No,0,0
ICONONZO,TOLIMA,3006,35.22%,3248,39.73%,Santos,46.49%,3932,48.10%,Santos,8395,2.39,21.66,441.99,57.28,1.1,0.09,0.64,0,Ninguno,0,1335,0.47123191,1498,0.52876809,2833,2912,34.69%,69.08%,No,No,0,0
LERIDA,TOLIMA,5481,26.68%,5888,39.83%,Santos,42.30%,7090,47.97%,Santos,15269,0.57,9.2,198.28,27.36,1.32,0.11,0.06,0,Ninguno,0,2812,0.505755396,2748,0.494244604,5560,5665,37.10%,18.88%,No,No,0,0
LIBANO,TOLIMA,10340,42.13%,12659,39.08%,Zuluaga,58.62%,15045,46.45%,Zuluaga,32895,1.12,13.09,413.82,21.93,0.92,0.27,0.1,0.89,Ninguno,0,5238,0.503847634,5158,0.496152366,10396,10767,32.73%,37.76%,No,No,0,0
SAN SEBASTIAN DE MARIQUITA,TOLIMA,9738,42.69%,12691,46.32%,Zuluaga,53.16%,13864,50.61%,Zuluaga,28817,4.12,7.73,115.02,43.6,0.99,0.21,0.05,0,Ninguno,0,6277,0.578685351,4570,0.421314649,10847,11144,38.67%,27.32%,No,No,0,0
MELGAR,TOLIMA,9103,49.14%,11809,46.53%,Zuluaga,69.54%,13025,51.32%,Zuluaga,27553,0.21,0.72,11.88,4.92,0.12,0.06,0.03,0,Ninguno,0,7663,0.711843939,3102,0.288156061,10765,10942,39.71%,17.36%,No,No,0,0
MURILLO,TOLIMA,987,40.08%,1180,32.10%,Zuluaga,72.91%,1462,39.77%,Zuluaga,3782,0.61,3.33,61.01,2.53,0.17,0.08,0,0,Ninguno,0,690,0.627843494,409,0.372156506,1099,1169,30.91%,70.17%,No,No,0,0
NATAGAIMA,TOLIMA,5553,29.28%,5287,34.49%,Santos,39.47%,6805,44.40%,Santos,15411,17.74,223.99,2238.94,119.97,2.39,3.79,0.2,0,Bajo,1,2331,0.439728353,2970,0.560271647,5301,5420,35.17%,33.72%,No,No,0,0
ORTEGA,TOLIMA,8337,40.22%,9519,40.50%,Zuluaga,65.40%,11854,50.44%,Zuluaga,23729,1.24,35.4,528.96,28.34,0.89,0.31,1.95,0,Intermedio,2,4872,0.600073901,3247,0.399926099,8119,8505,35.84%,75.27%,No,No,0,0
PALOCABILDO,TOLIMA,2146,52.34%,2631,37.76%,Zuluaga,63.41%,3539,50.80%,Zuluaga,7468,0.15,3.7,81.71,9.16,0.28,0.06,0,0,Ninguno,0,1412,0.584679089,1003,0.415320911,2415,2488,33.32%,69.29%,No,No,0,0
PIEDRAS,TOLIMA,2038,15.59%,1835,34.06%,Zuluaga,32.98%,2162,40.13%,Santos,5387,0.11,0.55,14.52,1.42,0.22,0,0,0,Ninguno,0,959,0.496120021,974,0.503879979,1933,1968,36.53%,68.74%,No,No,0,0
PLANADAS,TOLIMA,4180,47.55%,6296,33.41%,Zuluaga,65.08%,7903,41.93%,Zuluaga,19662,21.45,273.76,3995.04,235.99,9.57,17.02,26.77,0,Bajo,1,3081,0.522291914,2818,0.477708086,5899,6205,31.56%,74.62%,Si,Si,0,1.9
PRADO,TOLIMA,2757,51.75%,3080,39.65%,Zuluaga,64.64%,3905,50.27%,Zuluaga,7933,1.07,45.51,235.67,13.44,0.57,0.03,0.2,0,Bajo,1,1799,0.61609589,1121,0.38390411,2920,2999,37.80%,58.13%,No,No,0,0
PURIFICACION,TOLIMA,8588,26.43%,8387,42.13%,Santos,46.74%,10595,53.22%,Santos,20186,1.17,26.36,341.77,30.26,0.78,0.39,0,0,Bajo,1,4139,0.505742913,4045,0.494257087,8184,8339,41.31%,39.82%,No,No,0,0
RIOBLANCO,TOLIMA,3831,47.18%,4684,30.71%,Zuluaga,61.67%,5805,38.06%,Zuluaga,16033,2.72,36.99,946.25,44.68,0.78,1.22,3.09,0,Bajo,1,2317,0.511931065,2209,0.488068935,4526,4778,29.80%,81.11%,No,Si,0,0.5
RONCESVALLES,TOLIMA,1066,55.60%,1536,38.69%,Zuluaga,73.23%,1681,42.34%,Zuluaga,4175,0.98,11.98,145.18,11.61,0.45,0.33,0.61,0,Intermedio,2,728,0.486631016,768,0.513368984,1496,1566,37.51%,75.96%,No,Si,0,0.9
ROVIRA,TOLIMA,6459,53.19%,6225,33.67%,Zuluaga,77.52%,8074,43.66%,Zuluaga,19506,10.09,138.87,1980.77,107.19,2.36,1.1,4.26,0,Ninguno,0,4287,0.707075705,1776,0.292924295,6063,6272,32.15%,52.30%,No,Si,0,0.4
SALDANA,TOLIMA,4706,32.32%,4814,39.18%,Zuluaga,64.67%,5856,47.66%,Zuluaga,12416,0.19,5.01,89.38,6.33,0.44,0.1,0,0,Ninguno,0,2954,0.668779715,1463,0.331220285,4417,4492,36.18%,40.72%,No,No,0,0
SAN ANTONIO,TOLIMA,3329,64.33%,4107,41.76%,Zuluaga,85.74%,4781,48.62%,Zuluaga,10013,8.41,39.42,820.79,61.04,1.46,1.11,0.7,0,Bajo,1,2770,0.716317559,1097,0.283682441,3867,4044,40.39%,70.65%,No,No,0,0
SAN LUIS,TOLIMA,4610,43.57%,4726,43.73%,Zuluaga,55.83%,6016,55.66%,Zuluaga,10802,0.49,68.48,220.27,15.72,0.14,0.91,0,0,Ninguno,0,2595,0.613040397,1638,0.386959603,4233,4344,40.21%,80.68%,No,No,0,0
SANTA ISABEL,TOLIMA,2033,56.70%,2007,34.27%,Zuluaga,80.66%,2652,45.28%,Zuluaga,5802,1.89,56.79,551.36,24.38,1.1,0.63,1.57,0,Ninguno,0,1256,0.721424469,485,0.278575531,1741,1791,30.87%,64.38%,No,Si,0,0.3
SUAREZ,TOLIMA,1668,34.26%,1754,40.26%,Santos,51.94%,2237,51.34%,Zuluaga,4386,0.88,1.98,47.06,6.6,0.22,0.22,0,0,Ninguno,0,1095,0.610027855,700,0.389972145,1795,1813,41.34%,52.74%,No,No,0,0
VALLE DE SAN JUAN,TOLIMA,2443,37.29%,2006,40.39%,Ramirez,76.84%,2582,51.98%,Zuluaga,4942,1.26,18.53,206.19,15.55,0.31,1.1,0,10.68,Bajo,1,789,0.539671683,673,0.460328317,1462,1500,30.35%,54.71%,No,No,0,0
VENADILLO,TOLIMA,3986,36.11%,4378,38.19%,Santos,48.23%,5325,46.45%,Santos,11721,1.53,11.09,178.61,19.74,1.53,0.05,0.05,0.2,Ninguno,0,2478,0.56228727,1929,0.43771273,4407,4488,38.29%,27.16%,No,No,0,0
VILLAHERMOSA,TOLIMA,2545,66.95%,2778,39.67%,Zuluaga,82.79%,3474,49.61%,Zuluaga,7181,1.6,24.88,498.59,37.46,0.94,0.38,0.19,0,Ninguno,0,1732,0.741121095,605,0.258878905,2337,2419,33.69%,65.86%,No,No,0,0
VILLARRICA,TOLIMA,1835,70.77%,2046,40.07%,Zuluaga,77.21%,2405,47.10%,Zuluaga,5204,8.54,37.48,976.8,26.35,0.19,1.11,1.11,0,Ninguno,0,1070,0.614589316,671,0.385410684,1741,1793,34.45%,59.84%,Si,No,0,0
CALI,VALLE DEL CAUCA,384029,17.88%,550049,35.49%,Santos,33.39%,607422,39.19%,Santos,1637938,0.23,1.46,9.24,3.09,0.09,0.02,0.01,0.01,Ninguno,0,269502,0.457208487,319949,0.542791513,589451,596245,36.40%,1.56%,No,No,0,0
ALCALA,VALLE DEL CAUCA,3633,30.24%,4240,38.72%,Santos,47.86%,4764,43.51%,Santos,11192,0.18,4.09,34.9,21.99,0.18,0,0,0,Ninguno,0,1886,0.511111111,1804,0.488888889,3690,3800,33.95%,46.46%,No,No,0,0
ANDALUCIA,VALLE DEL CAUCA,7719,15.58%,7246,37.46%,Ramirez,30.38%,8801,45.50%,Santos,19548,0.56,2.87,58.41,29.85,0.11,0.06,0,0,Ninguno,0,3219,0.478732897,3505,0.521267103,6724,6865,35.12%,18.05%,No,No,0,0
ANSERMANUEVO,VALLE DEL CAUCA,5276,36.29%,6911,36.07%,Zuluaga,71.34%,7696,40.16%,Zuluaga,19269,0.31,4.47,44.58,17.17,0.26,0.05,0,0,Ninguno,0,3609,0.68404094,1667,0.31595906,5276,5405,28.05%,33.22%,No,No,0,0
ARGELIA,VALLE DEL CAUCA,2194,26.36%,2375,36.98%,Santos,60.85%,2751,42.83%,Zuluaga,6426,1.25,7.63,156.83,25.7,0.16,0,0,0,Ninguno,0,983,0.515739769,923,0.484260231,1906,1955,30.42%,51.84%,No,No,0,0
BOLIVAR,VALLE DEL CAUCA,5982,30.88%,4657,35.13%,Zuluaga,61.30%,5695,42.96%,Zuluaga,13389,1.73,34.13,300.33,53.07,1.05,0.08,0,9.02,Ninguno,0,2759,0.571932007,2065,0.428067993,4824,4964,37.08%,74.60%,No,Si,16.18,0
BUENAVENTURA,VALLE DEL CAUCA,57515,11.66%,64316,31.01%,Santos,18.35%,84130,40.56%,Santos,219150,2.92,28.04,626.01,25.63,0.5,0.12,0.06,0,Alto,3,17670,0.293351042,42565,0.706648958,60235,62389,28.47%,8.70%,No,Si,627.86,0
GUADALAJARA DE BUGA,VALLE DEL CAUCA,28900,16.70%,41336,43.25%,Santos,29.70%,45185,47.27%,Santos,100078,0.48,3.01,68.93,22.34,0.25,0.03,0.24,0.3,Ninguno,0,20572,0.495376613,20956,0.504623387,41528,42281,42.25%,14.06%,No,No,0,0
BUGALAGRANDE,VALLE DEL CAUCA,7608,13.79%,7513,39.11%,Santos,25.78%,9300,48.41%,Santos,19020,1.85,10.32,309.32,47.57,0.95,0.47,0.52,4.4,Bajo,1,2934,0.424540587,3977,0.575459413,6911,7101,37.33%,43.98%,No,No,0,0
CAICEDONIA,VALLE DEL CAUCA,9028,27.95%,11554,41.23%,Ramirez,64.40%,12646,45.13%,Zuluaga,28321,1.35,6.59,83.77,32.8,0.44,0,0,0,Ninguno,0,6106,0.611088871,3886,0.388911129,9992,10321,36.44%,18.40%,No,No,0,0
CALIMA EL DARIEN,VALLE DEL CAUCA,4358,23.61%,4833,35.35%,Santos,40.65%,5778,42.26%,Santos,13908,1.39,19.82,179.44,23.68,0.7,0.32,0.06,2.98,Bajo,1,2349,0.512099411,2238,0.487900589,4587,4705,33.83%,40.60%,No,Si,24.36,0
CANDELARIA,VALLE DEL CAUCA,21197,13.29%,25026,38.27%,Santos,23.85%,28414,43.46%,Santos,68548,0.16,1.25,10.95,3.9,0.06,0.01,0,0,Ninguno,0,12525,0.53473082,10898,0.46526918,23423,23999,35.01%,72.21%,No,No,0,0
CARTAGO,VALLE DEL CAUCA,34573,26.77%,40016,36.94%,Zuluaga,53.46%,46410,42.84%,Zuluaga,111785,0.18,1.99,14.63,6.75,0.1,0.02,0,0,Ninguno,0,24101,0.618831202,14845,0.381168798,38946,39722,35.53%,1.54%,No,No,0,0
DAGUA,VALLE DEL CAUCA,11390,39.06%,12332,36.89%,Zuluaga,46.64%,15754,47.12%,Santos,35005,5.97,45.75,318.04,49.75,1.37,0.19,0.33,0,Bajo,1,5858,0.556632459,4666,0.443367541,10524,10754,30.72%,77.61%,No,Si,3.14,0
EL AGUILA,VALLE DEL CAUCA,2887,39.08%,3237,39.52%,Zuluaga,82.22%,3757,45.87%,Zuluaga,8127,1.08,13.86,139.99,38.96,0.54,0.27,0.09,0,Ninguno,0,1949,0.691134752,871,0.308865248,2820,2896,35.63%,75.84%,No,No,0,0
EL CAIRO,VALLE DEL CAUCA,2103,28.64%,2353,35.03%,Santos,71.87%,2744,40.85%,Zuluaga,6723,0.5,6.67,146.47,42.49,0.7,0.2,0,0,Ninguno,0,919,0.496488385,932,0.503511615,1851,1935,28.78%,71.55%,No,No,0,0
EL CERRITO,VALLE DEL CAUCA,13485,12.97%,18227,35.48%,Santos,24.58%,22392,43.59%,Santos,51868,0.38,1.78,41.23,9.9,0.12,0.03,0,0,Ninguno,0,8732,0.482111307,9380,0.517888693,18112,18476,35.62%,38.24%,No,No,0,0
EL DOVIO,VALLE DEL CAUCA,3042,17.52%,3431,35.41%,Ramirez,49.85%,4084,42.16%,Zuluaga,9808,1.43,41.28,612.47,59.95,1.19,0.36,0,1.55,Bajo,1,1987,0.671510645,972,0.328489355,2959,3042,31.02%,40.77%,No,No,0,0
FLORIDA,VALLE DEL CAUCA,13050,14.79%,16117,33.55%,Lopez,25.68%,20383,42.43%,Santos,50135,2.67,7.82,110.21,46.36,0.51,0.22,1.66,0,Bajo,1,7906,0.432968237,10354,0.567031763,18260,18826,37.55%,26.13%,No,No,0,0
GINEBRA,VALLE DEL CAUCA,5697,20.36%,6305,40.79%,Santos,38.22%,7688,49.73%,Santos,16309,1.88,5.98,46.56,16.2,0.14,0,0.05,0,Ninguno,0,3263,0.506283941,3182,0.493716059,6445,6619,40.58%,52.48%,No,No,0,0
GUACARI,VALLE DEL CAUCA,8826,10.84%,10493,39.40%,Santos,18.83%,13724,51.53%,Santos,27420,0.75,2.39,28.16,17.13,0.2,0,0.06,0,Ninguno,0,4555,0.440479644,5786,0.559520356,10341,10586,38.61%,40.17%,No,No,0,0
JAMUNDI,VALLE DEL CAUCA,25432,16.95%,33401,36.64%,Santos,27.18%,38221,41.93%,Santos,96350,1.56,14.55,85.23,22.44,0.31,0.14,0.06,0,Bajo,1,15665,0.464492216,18060,0.535507784,33725,34404,35.71%,31.87%,No,Si,18.44,0
LA CUMBRE,VALLE DEL CAUCA,4633,22.80%,4579,37.21%,Santos,43.62%,5413,43.98%,Santos,12758,0.43,13.84,110.79,24.3,0.17,0,0.17,0,Ninguno,0,2022,0.498152254,2037,0.501847746,4059,4132,32.39%,78.44%,No,No,0,0
LA UNION,VALLE DEL CAUCA,8801,26.84%,11755,46.41%,Ramirez,68.85%,12386,48.90%,Zuluaga,26489,0.76,3.52,34.68,17.05,0.23,0,0,0,Ninguno,0,7386,0.725682845,2792,0.274317155,10178,10429,39.37%,21.55%,No,No,0,0
LA VICTORIA,VALLE DEL CAUCA,3617,24.12%,4408,38.68%,Ramirez,52.66%,4861,42.66%,Zuluaga,11609,1.06,5.62,63.34,19.06,0.15,0,0,0,Ninguno,0,2234,0.536503362,1930,0.463496638,4164,4260,36.70%,29.20%,No,No,0,0
OBANDO,VALLE DEL CAUCA,4084,22.54%,4415,39.54%,Santos,44.09%,5072,45.42%,Santos,11185,0.27,3.65,39.05,22.64,0.13,0,0,0,Ninguno,0,1970,0.55508594,1579,0.44491406,3549,3657,32.70%,26.28%,No,No,0,0
PALMIRA,VALLE DEL CAUCA,73006,15.48%,90074,37.00%,Santos,27.02%,105148,43.19%,Santos,261731,0.4,2.16,19.47,4.87,0.12,0.01,0.09,0,Bajo,1,45431,0.4556359,54278,0.5443641,99709,101380,38.73%,19.80%,No,No,0,0
PRADERA,VALLE DEL CAUCA,14161,18.46%,14482,37.23%,Santos,29.23%,17884,45.97%,Santos,39766,6.11,10.42,117.1,17.64,0.21,0.13,0.77,0,Ninguno,0,7263,0.489519445,7574,0.510480555,14837,15215,38.26%,12.80%,No,No,0,0
RESTREPO,VALLE DEL CAUCA,3881,27.76%,4477,31.52%,Santos,42.46%,5506,38.76%,Santos,14911,0.74,5.72,83.03,34.54,0.43,0.06,0,0,Ninguno,0,2574,0.591588141,1777,0.408411859,4351,4447,29.82%,44.13%,No,No,0,0
RIOFRIO,VALLE DEL CAUCA,5929,19.51%,6038,37.83%,Ramirez,52.47%,6777,42.47%,Zuluaga,15859,2.83,42.52,271.52,73.85,1.73,0.07,0.07,6.63,Ninguno,0,3065,0.593072755,2103,0.406927245,5168,5310,33.48%,67.20%,No,No,0,0
ROLDANILLO,VALLE DEL CAUCA,11815,17.63%,11644,42.43%,Ramirez,50.16%,13053,47.56%,Zuluaga,28313,0.89,6.14,78.66,42.06,0.74,0,0,0,Ninguno,0,6372,0.579114787,4631,0.420885213,11003,11174,39.47%,24.91%,No,No,0,0
SAN PEDRO,VALLE DEL CAUCA,5741,21.26%,5413,37.47%,Santos,33.36%,6541,45.28%,Santos,14680,3.16,4.68,194.26,27.96,0.38,0,0.16,0,Bajo,1,2689,0.498239763,2708,0.501760237,5397,5506,37.51%,60.18%,No,No,0,0
SEVILLA,VALLE DEL CAUCA,11623,28.96%,13350,36.34%,Zuluaga,49.36%,15066,41.01%,Zuluaga,37835,1,7.11,103.04,23.26,0.31,0.11,0.04,0.22,Bajo,1,6231,0.486037441,6589,0.513962559,12820,13312,35.18%,23.95%,No,No,0,0
TORO,VALLE DEL CAUCA,4150,38.47%,4430,35.91%,Zuluaga,63.76%,5207,42.21%,Zuluaga,12667,1.09,5.1,58.39,52.13,0.18,0,0,0,Ninguno,0,2422,0.63653088,1383,0.36346912,3805,3926,30.99%,42.99%,No,No,0,0
TRUJILLO,VALLE DEL CAUCA,4997,33.36%,5615,36.47%,Ramirez,64.58%,6466,42.00%,Zuluaga,15793,1.66,48.67,270.88,49.33,0.89,0,0,20.62,Ninguno,0,3296,0.627092846,1960,0.372907154,5256,5401,34.20%,55.08%,No,No,0,0
TULUA,VALLE DEL CAUCA,51142,21.60%,60874,41.32%,Zuluaga,40.94%,67851,46.05%,Santos,157134,1.21,5.24,111.1,19.65,0.47,0.06,0.1,0.57,Bajo,1,32877,0.542390497,27738,0.457609503,60615,62052,39.49%,13.69%,No,No,0,0
ULLOA,VALLE DEL CAUCA,1817,19.41%,1875,40.25%,Ramirez,48.03%,2284,49.03%,Santos,4636,0.18,1.66,49.25,13.47,0,0,0,0,Ninguno,0,712,0.43923504,909,0.56076496,1621,1674,36.11%,51.20%,No,No,0,0
VERSALLES,VALLE DEL CAUCA,2748,24.58%,3060,38.34%,Ramirez,66.91%,3451,43.23%,Zuluaga,7989,0.42,12.08,198.93,20.09,0.42,0,0,0,Ninguno,0,1650,0.631458094,963,0.368541906,2613,2686,33.62%,57.98%,No,No,0,0
VIJES,VALLE DEL CAUCA,3858,14.15%,3986,39.42%,Ramirez,42.61%,4149,41.03%,Santos,10404,0.09,3.5,20.99,16.6,0.18,0,0,0,Ninguno,0,1554,0.461675579,1812,0.538324421,3366,3437,33.04%,35.84%,No,No,0,0
YOTOCO,VALLE DEL CAUCA,4617,18.86%,5413,39.64%,Santos,35.05%,6066,44.42%,Santos,14310,0.67,4.89,34.14,29.61,0.24,0,0,0,Ninguno,0,2608,0.525171164,2358,0.474828836,4966,5060,35.36%,49.18%,No,No,0,0
YUMBO,VALLE DEL CAUCA,29627,11.01%,35937,38.33%,Santos,23.21%,39137,41.74%,Santos,96839,0.2,1.52,11.77,6.48,0.09,0.01,0.02,0,Ninguno,0,16252,0.473170874,18095,0.526829126,34347,34988,36.13%,12.20%,No,No,0,0
ZARZAL,VALLE DEL CAUCA,13690,12.73%,13304,37.15%,Santos,24.58%,16014,44.72%,Santos,36664,0.46,3.9,33.97,28.55,0.18,0,0,0,Ninguno,0,6580,0.498032092,6632,0.501967908,13212,13542,36.94%,29.38%,No,No,0,0
ARAUCA,ARAUCA,23811,54.28%,24947,39.99%,Zuluaga,64.71%,29319,47.00%,Zuluaga,67929,3.13,6.92,185.56,28.3,1.72,0.58,0.45,0,Intermedio,2,15191,0.650578158,8159,0.349421842,23350,23936,35.24%,13.85%,No,No,0,0
ARAUQUITA,ARAUCA,7284,20.67%,7507,30.32%,Santos,22.80%,11074,44.72%,Santos,27274,3.95,15.76,486.88,47.03,2.78,0.89,3.5,0,Bajo,1,2289,0.235275979,7440,0.764724021,9729,10113,37.08%,55.12%,Si,Si,9.12,0
CRAVO NORTE,ARAUCA,1351,61.20%,1013,29.91%,Zuluaga,57.57%,1513,44.67%,Zuluaga,3564,12.75,22.47,1010.63,86.24,4.86,0.3,0.3,0,Alto,3,630,0.59772296,424,0.40227704,1054,1103,30.95%,30.76%,No,No,0,0
FORTUL,ARAUCA,2339,17.35%,3331,33.87%,Santos,19.15%,4946,50.28%,Santos,10912,12.58,17.4,261.06,122.39,0.74,0.54,1.44,0,Intermedio,2,1063,0.312555131,2338,0.687444869,3401,3646,33.41%,49.02%,No,Si,1.23,0
PUERTO RONDON,ARAUCA,1326,64.12%,1137,32.87%,Zuluaga,64.09%,1540,44.52%,Zuluaga,3637,6.78,24.5,902.27,99.04,3.65,1.56,4.17,0,Intermedio,2,666,0.608775137,428,0.391224863,1094,1131,31.10%,25.80%,No,Si,1.93,0
SARAVENA,ARAUCA,7809,33.02%,10304,35.58%,Zuluaga,39.99%,13390,46.23%,Santos,31702,6.18,16.77,327.92,74.69,2.27,1.07,0.84,0,Bajo,1,5168,0.536935065,4457,0.463064935,9625,10091,31.83%,32.30%,No,No,0,0
TAME,ARAUCA,10365,45.38%,10641,36.17%,Zuluaga,45.30%,14707,49.98%,Santos,31607,10.59,31.54,930.84,92.31,3.38,1.88,7.47,0,Intermedio,2,5267,0.493442009,5407,0.506557991,10674,11068,35.02%,61.96%,No,Si,4.85,0
YOPAL,CASANARE,35154,52.16%,49774,55.42%,Zuluaga,77.31%,52845,58.84%,Zuluaga,102568,0.61,4.31,55.22,22.4,0.53,0.25,0.06,0,Bajo,1,36503,0.714848034,14561,0.285151966,51064,52151,50.85%,11.17%,No,No,0,0
AGUAZUL,CASANARE,9601,48.22%,13927,56.26%,Zuluaga,74.45%,14671,59.26%,Zuluaga,26606,1.56,13.12,136.24,53.98,2.55,0.38,0.35,0,Bajo,1,9666,0.700993546,4123,0.299006454,13789,14484,54.44%,24.52%,No,No,0,0
CHAMEZA,CASANARE,688,51.61%,841,60.37%,Zuluaga,62.37%,930,66.76%,Zuluaga,1551,10.35,45.4,1012.35,70.09,51.77,4.38,3.58,0,Ninguno,0,271,0.290149893,663,0.709850107,934,968,62.41%,34.59%,No,No,0,0
HATO COROZAL,CASANARE,2635,72.25%,3287,48.73%,Zuluaga,83.45%,3770,55.88%,Zuluaga,6995,1.7,25.15,237.95,49.09,1.46,0.32,0.24,0,Intermedio,2,2133,0.783039648,591,0.216960352,2724,2825,40.39%,57.16%,No,No,0,0
LA SALINA,CASANARE,292,32.98%,373,46.45%,Zuluaga,37.62%,412,51.31%,Santos,762,8.37,20.22,209.21,66.25,0.7,1.39,10.46,0,Intermedio,2,51,0.115384615,391,0.884615385,442,458,60.10%,57.43%,No,No,0,0
MANI,CASANARE,2813,60.95%,4463,50.02%,Zuluaga,78.94%,4952,55.50%,Zuluaga,10075,0.81,12.13,391.19,34.05,4.49,0.81,0.09,0,Ninguno,0,3265,0.691151566,1459,0.308848434,4724,4850,48.14%,32.61%,No,No,0,0
MONTERREY,CASANARE,4017,49.72%,5623,54.62%,Zuluaga,73.75%,6037,58.65%,Zuluaga,11103,1.6,17.44,151.93,33.56,2.73,1.53,0,0,Ninguno,0,3998,0.709242505,1639,0.290757495,5637,5762,51.90%,15.79%,No,No,0,0
NUNCHIA,CASANARE,2570,70.42%,3107,52.31%,Zuluaga,85.13%,3503,58.97%,Zuluaga,6023,1.13,19.74,187.44,44.66,1.47,0.34,0,0,Intermedio,2,2272,0.796913364,579,0.203086636,2851,2959,49.13%,76.25%,No,No,0,0
OROCUE,CASANARE,2424,53.58%,2749,38.06%,Zuluaga,74.29%,3155,43.68%,Zuluaga,7605,0,9.58,156.68,27.31,0.48,0.48,0,0,Ninguno,0,1800,0.60362173,1182,0.39637827,2982,3073,40.41%,37.86%,No,No,0,0
PAZ DE ARIPORO,CASANARE,7878,72.74%,10474,49.63%,Zuluaga,85.41%,12119,57.43%,Zuluaga,23027,1.88,9.16,149.66,50.28,0.53,1.81,0.15,0,Intermedio,2,7379,0.766888381,2243,0.233111619,9622,9932,43.13%,28.82%,No,No,0,0
PORE,CASANARE,2533,70.71%,3110,53.73%,Zuluaga,84.08%,3638,62.85%,Zuluaga,6622,5.94,37.89,319.31,69.22,1.14,0.51,0,0,Intermedio,2,2684,0.802151823,662,0.197848177,3346,3471,52.42%,50.13%,No,No,0,0
